dynwar>Dynasty Wars -USA, B-Board 89624B- ->1989>>Capcom>>Beat 'em up>>>
srumbler>The Speed Rumbler (set 1)>1986>>Capcom>>Shooter>>2>
centiped3>Centipede (Rev 3)>1980>>Atari>>Shooter - Gallery>>1>
eswat>E-Swat - Cyber Police (set 4, World) (FD1094 317-0130)>1989>>Sega>>>>2>
numcrash>Number Crash>1980>>Hanshin Goraku / Peni>>Platform>>1>
uopoko>Puzzle Uo Poko>1998>>CAVE>>Puzzle>>>
mrdonight>Mr. Do Nightmare>2004>>Crazy Ivan>>Maze>>2 (alternating)>
pestplce>Pest Place>1983>>Bootleg>>Puzzle - Platform>>2 (simultaneous)>
secretag>Secret Agent (World revision 3)>1989>>Data East Corporation>>>>2>
frogger>Frogger (Konami Bugfixed)>1981>>Konami>>Platform - Climb>>2 (alternating)>
orbitron>Orbitron>1982>>Comsoft>>Shooter - Gallery>>2 (alternating)>
combatsc>Combat School (joystick)>1988>>Konami>>>>2>
blkbustr>BlockBuster>1983>>Kiwako (ECI license)>>Puzzle>>2>
domino>Domino Man>1982>>Midway>>Action>>2 (alternating)>
bodyslam>Body Slam (World, S16) [8751 317-0015]>1986>>Sega>>>>2>
snowbro2>Snow Bros. 2 - With New Elves - Otenki Paradise (Hanafram)>1994>>Hanafram>>Platform>>4>
bzonea>Battle Zone rev 1>1980>>Atari>>Army / Tank 3D>>>
outzone>Out Zone>1990>>Toaplan>>Run 'n Gun>>>
armorcar>Armored Car>1981>>Stern>>Maze>>2 (alternating)>
ddonpacha>DoDonPachi (Arrange)>2012>>Hack (trap15)>>Shooter>>>
attackfc>Attack Force>1979>>Electronic Games Systems>>Shooter - Gallery>>1>
tigeroad>Tiger Road>1987>>Capcom>>Fighter / Asian>>>
higemaru>Pirate Ship Higemaru>1984>>Capcom>>Maze>>>
mvp>MVP (set 2, US) (FD1094 317-0143)>1989>>Sega>>>>2>
hsf2>Hyper Street Fighter II The Anniversary Edition (USA 040202)>2004>>Capcom>>Fighting>>2>
alexkidd>Alex Kidd The Lost Stars (Set 2, World, S16A) [No Protection]>1986>>Sega>>>>2>
amatelas>Sei Senshi Amatelass>1986>>Nichibutsu>>Shoot 'em up>>>
skyskipr>Sky Skipper>1981>>Nintendo>>Arena>>2 (alternating)>
rtype2>R-Type II (World)>1989>>Irem>>Shooter>>>
spdcoin>Speed Coin>1984>>Stern>>Puzzle>>1>
horekid>Kid no Hore Hore Daisakusen>1987>>Nichibutsu>>Platformer>>>
kageki>Kageki (World)>1988>>Kaneko / Taito Corporation>>>>2>
ebases>Extra Bases>1980>>Midway>>Sports>>2 (simultaneous)>
froggers2>Frogger (Sega, Set 2)>1981>>Konami>>Platform - Climb>>2 (alternating)>
colony7>Colony 7 (Set 1)>1981>>Taito>>Shooter - Gallery>>1>
toutrun>Turbo Out Run (Out Run upgrade) (FD1094 317-0118)>1989>>Sega>>>>1>
